experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,272474,1.0,0.0,1.0455,49.8682,1.5871,0.0416,2.1942,16101.08,92.12,92.1765,92.12,92.1321
Tucker rank 0114 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,114,True,11.0848,333511,0.817,0.9786,1.2788,63.5693,1.5728,0.0513,4.4974,12115.93,92.45,92.4694,92.45,92.4567
Tucker rank 0128 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,128,False,0.0,333511,0.817,0.9915,1.2785,62.2812,1.6499,0.0513,4.4948,11746.28,92.12,92.1765,92.12,92.1321
Tucker rank 0128 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,128,True,11.1299,333511,0.817,0.9915,1.2788,63.5693,1.6706,0.0513,4.4818,11920.22,92.35,92.4117,92.35,92.3699
Tucker rank 0147 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,147,False,0.0,333511,0.817,0.9886,1.2785,62.2812,1.6271,0.0513,4.3718,11956.91,92.12,92.1765,92.12,92.1321
Tucker rank 0147 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,147,True,11.1486,333511,0.817,0.9886,1.2788,63.5693,1.6271,0.0513,4.52,11962.23,92.33,92.3716,92.33,92.3439
Tucker rank 0167 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,167,False,0.0,333511,0.817,0.9961,1.2785,62.2812,1.7021,0.0513,4.507,11466.44,92.12,92.1765,92.12,92.1321
Tucker rank 0167 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,167,True,11.2423,333511,0.817,0.9961,1.2788,63.5693,1.638,0.0513,4.5091,12680.5,92.39,92.4117,92.39,92.3946
Tucker rank 0188 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,188,False,0.0,333511,0.817,0.9758,1.2785,62.2812,1.7016,0.0513,4.5332,11970.19,92.12,92.1765,92.12,92.1321
Tucker rank 0188 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,188,True,11.0992,333511,0.817,0.9758,1.2788,63.5693,1.6206,0.0513,4.8895,12356.22,92.44,92.4595,92.44,92.4408
Tucker rank 0213 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,213,False,0.0,333511,0.817,0.9962,1.2785,62.2812,1.6099,0.0513,4.5216,12070.98,92.12,92.1765,92.12,92.1321
Tucker rank 0213 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,213,True,11.1483,333511,0.817,0.9962,1.2788,63.5693,1.624,0.0513,4.4336,12072.42,92.47,92.4786,92.47,92.4705
Tucker rank 0239 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,239,False,0.0,333511,0.817,1.0424,1.2785,62.2812,1.6067,0.0513,4.4811,11658.26,92.12,92.1765,92.12,92.1321
Tucker rank 0239 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,239,True,11.2004,333511,0.817,1.0424,1.2788,63.5693,1.6346,0.0513,4.4558,11829.47,92.4,92.4131,92.4,92.4037
Tucker rank 0259 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,259,False,0.0,333511,0.817,0.9809,1.2785,62.2812,1.6914,0.0513,4.4288,12286.91,92.12,92.1765,92.12,92.1321
Tucker rank 0259 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,259,True,11.2831,333511,0.817,0.9809,1.2788,63.5693,1.644,0.0513,4.4757,12071.35,92.46,92.5099,92.46,92.4754
Tucker rank 0302 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,302,False,0.0,333511,0.817,0.9873,1.2785,62.2812,1.6074,0.0513,4.4649,11841.01,92.12,92.1765,92.12,92.1321
Tucker rank 0302 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,302,True,11.0841,333511,0.817,0.9873,1.2788,63.5693,1.6347,0.0513,4.5645,11891.22,92.44,92.4368,92.44,92.4366
Tucker rank 0349 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,349,False,0.0,333511,0.817,0.9949,1.2785,62.2812,1.6802,0.0513,4.5345,12109.88,92.12,92.1765,92.12,92.1321
Tucker rank 0349 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,349,True,11.0618,333511,0.817,0.9949,1.2788,63.5693,1.6804,0.0513,4.593,12108.59,92.29,92.3088,92.29,92.2971
Tucker rank 0400 [compressed],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,400,False,0.0,333511,0.817,0.9938,1.2785,62.2812,1.6665,0.0513,4.5353,11441.19,92.12,92.1765,92.12,92.1321
Tucker rank 0400 [fine_tuned],Tucker,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,400,True,11.1981,333511,0.817,0.9938,1.2788,63.5693,1.6703,0.0513,4.5961,11757.21,92.4,92.4146,92.4,92.4014
TT rank 0002 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,2,False,0.0,8512,32.0106,0.0539,0.0388,57.1035,1.9334,0.0011,9.4999,7072.37,10.0,1.0,10.0,1.8182
TT rank 0002 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,2,True,29.116,8512,32.0106,0.0539,0.0397,57.1748,1.954,0.0011,9.6372,6405.57,29.04,25.8728,29.04,26.0795
TT rank 0004 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,4,False,0.0,18073,15.0763,0.056,0.0752,57.1338,1.8859,0.0011,9.8117,6841.26,10.0,1.0,10.0,1.8182
TT rank 0004 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,4,True,28.4473,18073,15.0763,0.056,0.0762,57.2354,1.9116,0.0011,9.7283,7089.1,54.4,54.5581,54.4,53.6115
TT rank 0007 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,7,False,0.0,41563,6.5557,0.057,0.1648,57.229,1.9387,0.0011,10.0639,6641.29,10.11,1.9528,10.11,3.2673
TT rank 0007 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,7,True,28.7527,41563,6.5557,0.057,0.1658,57.4258,1.9109,0.0011,9.4213,7424.82,71.27,71.257,71.27,70.9525
TT rank 0009 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,9,False,0.0,63493,4.2914,0.0586,0.2485,57.3149,1.8376,0.0011,9.7119,6946.41,10.74,7.0091,10.74,3.2131
TT rank 0009 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,9,True,29.7022,63493,4.2914,0.0586,0.2494,57.5977,1.9369,0.0011,9.445,6458.43,74.98,77.1397,74.98,75.1306
TT rank 0011 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,11,False,0.0,76229,3.5744,0.0587,0.2971,57.3589,1.8899,0.0011,9.6866,6855.72,10.72,3.2615,10.72,3.52
TT rank 0011 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,11,True,28.7022,76229,3.5744,0.0587,0.298,57.6855,1.879,0.0011,9.8322,6324.61,77.78,78.6954,77.78,77.3266
TT rank 0014 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,14,False,0.0,95222,2.8615,0.0568,0.3695,57.4272,1.8715,0.0011,9.582,6948.95,12.99,2.8696,12.99,4.6572
TT rank 0014 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,14,True,29.0464,95222,2.8615,0.0568,0.3705,57.8223,1.8912,0.0011,9.5132,6342.5,80.97,81.237,80.97,80.5171
TT rank 0016 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,16,False,0.0,107884,2.5256,0.0667,0.4178,57.4712,1.9341,0.0011,9.7024,6978.84,10.41,13.0952,10.41,4.6206
TT rank 0016 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,16,True,28.7895,107884,2.5256,0.0667,0.4188,57.9102,1.8145,0.0011,9.3677,6751.48,79.76,81.8708,79.76,79.3357
TT rank 0018 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,18,False,0.0,118540,2.2986,0.0559,0.4585,57.5151,1.8692,0.0011,9.3502,6979.21,8.88,16.2114,8.88,3.4199
TT rank 0018 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,18,True,28.4972,118540,2.2986,0.0559,0.4594,57.998,1.9119,0.0011,9.588,6780.41,83.63,84.4896,83.63,83.5907
TT rank 0021 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,21,False,0.0,134524,2.0255,0.0591,0.5195,57.5801,1.8533,0.0011,10.2012,6600.63,12.44,16.9721,12.44,6.3699
TT rank 0021 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,21,True,29.3363,134524,2.0255,0.0591,0.5204,58.1279,1.896,0.0011,9.5516,7053.49,83.98,84.3683,83.98,83.9325
TT rank 0025 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,25,False,0.0,155836,1.7485,0.0592,0.6008,57.6616,1.8769,0.0011,9.6337,6715.84,27.34,59.2303,27.34,23.6682
TT rank 0025 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,25,True,29.4233,155836,1.7485,0.0592,0.6017,58.291,1.9146,0.0011,9.8396,6201.66,86.95,87.1031,86.95,86.938
TT rank 0028 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,28,False,0.0,171820,1.5858,0.0599,0.6617,57.7153,1.9156,0.0011,9.6856,6609.51,51.52,71.8691,51.52,50.6215
TT rank 0028 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,28,True,29.5987,171820,1.5858,0.0599,0.6627,58.3984,1.9612,0.0011,9.6357,6780.48,88.73,89.5925,88.73,88.9081
TT rank 0031 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,31,False,0.0,187804,1.4508,0.0605,0.7227,57.7803,1.9524,0.0011,10.754,6731.04,56.67,74.6781,56.67,53.1318
TT rank 0031 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,31,True,29.5374,187804,1.4508,0.0605,0.7236,58.5283,1.8715,0.0011,9.6984,6436.13,89.82,89.8797,89.82,89.7637
TT rank 0038 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,38,False,0.0,214444,1.2706,0.0628,0.8243,57.8779,1.9394,0.0011,9.9049,6434.09,81.22,85.516,81.22,81.8178
TT rank 0038 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,38,True,23.6197,214444,1.2706,0.0628,0.8252,58.7236,1.835,0.0011,9.8522,6833.97,90.32,90.3574,90.32,90.3179
TT rank 0042 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,42,False,0.0,228652,1.1917,0.063,0.8785,57.9321,1.9068,0.0011,9.4093,6589.24,85.38,87.0773,85.38,85.6486
TT rank 0042 [fine_tuned],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,42,True,14.0822,228652,1.1917,0.063,0.8794,58.832,1.8556,0.0011,9.494,6601.37,90.22,90.4604,90.22,90.2885
TT rank 0048 [compressed],TT,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|fc,48,False,0.0,249964,1.0901,0.0625,0.9598,58.0132,1.8794,0.0011,9.5729,6464.29,88.73,89.5427,88.73,88.878
